Gender,Age,Married,Number of Dependents,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
Female,20,Yes,0,34.279221,-119.221437,1,9,Offer E,Yes,6.35,No,Yes,Cable,69.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,65.0,663.05,0.0,0,57.15,720.2
Female,35,No,0,34.08111,-117.853935,0,12,Offer D,Yes,26.67,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,20.15,260.7,0.0,0,320.04,580.74
Male,31,Yes,0,34.741406,-118.38111,1,3,No Offer,Yes,26.71,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,208.85,0.0,0,80.13,288.98
Male,32,No,0,38.208336,-120.339938,0,18,No Offer,No,0.0,No Phone Service,Yes,DSL,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.15,476.8,0.0,0,0.0,476.8
Female,48,Yes,0,33.86532,-118.396336,4,45,Offer B,Yes,22.49,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,25.9,1216.6,0.0,0,1012.05,2228.65
Female,76,No,0,32.898613,-117.202937,0,9,Offer E,Yes,12.91,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.45,762.5,0.0,0,116.19,878.69
Male,60,Yes,1,38.006047,-121.916834,4,56,No Offer,Yes,11.48,No,Yes,Fiber Optic,10.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,85.85,4793.8,0.0,0,642.88,5436.68
Female,74,Yes,0,38.966713,-123.586412,3,72,Offer A,Yes,28.72,Yes,Yes,Fiber Optic,25.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,114.85,8317.95,0.0,0,2067.84,10385.79
Female,19,Yes,0,38.398815,-122.861923,5,60,No Offer,No,0.0,No Phone Service,Yes,DSL,69.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,60.8,3603.45,0.0,0,0.0,3603.45
Female,27,No,0,40.94338,-123.831799,0,18,No Offer,Yes,24.4,Yes,Yes,Fiber Optic,71.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,1553.9,0.0,0,439.2,1993.1
Female,67,Yes,0,33.945318,-117.992066,8,67,No Offer,Yes,38.47,Yes,Yes,Fiber Optic,20.0,Yes,No,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,107.05,7142.5,0.0,0,2577.49,9719.99
Female,32,No,0,39.710591,-123.682799,0,9,Offer E,Yes,45.99,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,20.45,147.55,0.0,0,413.91,561.46
Male,31,No,0,38.154823,-121.601358,0,1,No Offer,Yes,6.89,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,84.5,0.0,0,6.89,91.39
Female,73,No,0,36.936228,-121.785559,0,13,No Offer,Yes,40.37,No,Yes,Fiber Optic,21.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3,940.35,0.0,0,524.81,1465.16
Female,68,Yes,0,33.362575,-117.299644,9,11,Offer D,Yes,29.15,No,Yes,Fiber Optic,2.0,No,No,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,82.9,880.05,0.0,0,320.65,1200.7
Female,45,Yes,0,35.151491,-117.927597,7,64,Offer B,Yes,1.27,Yes,Yes,Fiber Optic,13.0,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,94.6,5948.7,0.0,0,81.28,6029.98
Male,40,No,0,38.578807,-123.19338,0,20,No Offer,Yes,16.05,No,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.2,2203.7,0.0,0,321.0,2524.7
Male,34,No,0,34.943523,-120.256729,0,5,Offer E,Yes,44.65,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.3,550.6,0.0,0,223.25,773.85
Male,50,Yes,3,37.007882,-122.065975,9,54,No Offer,Yes,7.25,Yes,Yes,Fiber Optic,57.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.2,5637.85,23.01,0,391.5,6006.34
Female,63,Yes,1,33.947305,-118.439841,1,59,Offer B,Yes,35.23,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.15,6256.2,0.0,0,2078.57,8334.77
Male,66,No,0,37.716186,-121.025836,0,8,No Offer,Yes,5.02,Yes,Yes,Fiber Optic,26.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.25,585.95,0.0,0,40.16,626.11
Male,47,No,0,39.12334,-122.838198,0,3,Offer E,Yes,40.79,No,Yes,DSL,29.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.15,169.05,0.0,10,122.37,301.42
Female,38,No,0,34.445239,-117.894868,0,57,No Offer,Yes,48.86,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.95,6465.0,0.0,0,2785.02,9250.02
Female,54,Yes,1,39.873371,-123.741474,4,67,No Offer,Yes,17.43,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,24.9,1680.25,0.0,0,1167.81,2848.06
Male,42,Yes,3,34.139402,-118.128658,0,71,Offer A,Yes,37.03,Yes,Yes,DSL,26.0,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,66.2,4692.55,0.0,0,2629.13,7321.68
Female,34,Yes,0,38.128087,-121.4078,9,72,No Offer,Yes,44.2,Yes,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,8165.1,0.0,0,3182.4,11347.5
Female,35,Yes,1,38.104705,-122.247387,0,33,No Offer,Yes,12.51,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.8,641.35,0.0,0,412.83,1054.18
Female,37,Yes,0,40.936285,-121.572692,1,58,No Offer,Yes,3.65,Yes,Yes,Fiber Optic,20.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.4,5435.6,0.0,0,211.7,5647.3
Female,73,Yes,0,34.875144,-116.821698,3,12,No Offer,Yes,37.15,No,Yes,DSL,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,79.2,943.85,0.0,20,445.8,1409.65
Male,71,Yes,0,34.186211,-117.07683,1,66,No Offer,Yes,30.03,Yes,Yes,DSL,15.0,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,79.4,5154.6,0.0,150,1981.98,7286.58
Male,67,Yes,0,37.972662,-122.491452,2,8,No Offer,Yes,26.99,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,80.45,583.45,0.0,0,215.92,799.37
Male,48,Yes,3,39.203817,-121.19584,1,6,Offer E,Yes,34.7,No,Yes,DSL,51.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,295.65,0.0,0,208.2,503.85
Female,52,Yes,0,33.679659,-118.016195,6,17,No Offer,Yes,47.59,Yes,Yes,DSL,25.0,No,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,61.95,1070.7,0.0,0,809.03,1879.73
Male,22,No,0,37.639215,-122.037554,0,18,Offer D,Yes,48.68,No,Yes,DSL,48.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.35,1299.8,0.0,0,876.24,2176.04
Female,52,Yes,2,37.921137,-122.657562,7,25,Offer C,Yes,13.06,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.05,520.1,0.0,0,326.5,846.6
Female,75,Yes,0,36.217864,-120.080117,1,7,Offer E,Yes,21.43,Yes,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.55,646.85,0.0,0,150.01,796.86
Female,48,No,0,34.172071,-118.946262,0,38,No Offer,Yes,32.63,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.3,755.5,0.0,0,1239.94,1995.44
Female,43,No,0,37.950248,-122.022455,0,52,Offer B,Yes,42.9,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.2,4297.6,0.0,0,2230.8,6528.4
Male,29,No,0,34.066303,-118.435479,0,1,No Offer,Yes,33.58,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0,33.58,53.73
Male,58,No,0,34.281911,-118.556218,0,17,No Offer,Yes,36.47,No,Yes,Cable,15.0,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,56.1,946.95,0.0,0,619.99,1566.94
Male,72,Yes,1,34.459322,-117.629729,1,52,No Offer,Yes,7.04,Yes,Yes,DSL,22.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,80.85,4079.55,0.0,0,366.08,4445.63
Female,57,Yes,2,38.99003,-121.114408,1,30,No Offer,No,0.0,No Phone Service,Yes,DSL,12.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,51.2,1561.5,0.0,0,0.0,1561.5
Male,36,Yes,0,37.942551,-122.491642,2,24,No Offer,Yes,10.23,No,Yes,Fiber Optic,8.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.25,2210.2,0.0,0,245.52,2455.72
Female,57,Yes,2,37.724817,-122.224363,1,62,No Offer,Yes,2.41,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,20.3,1296.15,0.0,0,149.42,1445.57
Male,27,Yes,0,33.889632,-118.39737,8,20,Offer D,Yes,46.47,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,20.65,417.5,0.0,0,929.4,1346.9
Female,31,No,0,34.406256,-119.726936,0,40,Offer B,No,0.0,No Phone Service,Yes,DSL,28.0,Yes,No,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.55,2236.2,11.48,40,0.0,2264.72
Female,19,No,0,32.636792,-117.054989,0,3,No Offer,Yes,1.24,No,Yes,DSL,52.0,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,55.35,165.2,0.0,0,3.72,168.92
Male,31,No,2,34.19829,-118.602203,0,11,No Offer,Yes,5.84,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,86.2,893.2,0.0,30,64.24,987.44
Female,74,Yes,0,34.501452,-118.207862,1,38,No Offer,Yes,49.82,Yes,Yes,Fiber Optic,27.0,Yes,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,95.0,3591.25,0.0,70,1893.16,5554.41
Female,26,No,0,37.687264,-122.15728,0,37,No Offer,Yes,45.06,Yes,Yes,Fiber Optic,82.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,100.3,3541.4,0.0,0,1667.22,5208.62
Female,68,Yes,0,35.957019,-119.330928,4,26,No Offer,Yes,46.24,No,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,85.7,2067.0,0.0,0,1202.24,3269.24
Male,29,Yes,0,32.741852,-117.243453,5,64,No Offer,Yes,40.18,Yes,Yes,Fiber Optic,30.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,6823.4,23.67,0,2571.52,9371.25
Female,51,Yes,0,33.766476,-117.969795,3,69,No Offer,Yes,14.69,Yes,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,105.35,7240.65,0.0,50,1013.61,8304.26
Male,59,Yes,0,33.81859,-117.821288,1,65,No Offer,Yes,23.46,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,20.4,1414.45,0.0,0,1524.9,2939.35
Male,58,No,0,37.716186,-121.025836,0,19,Offer D,Yes,20.41,Yes,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.0,1532.45,0.0,30,387.79,1950.24
Female,56,No,0,38.556306,-121.495817,0,39,No Offer,No,0.0,No Phone Service,Yes,DSL,6.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.65,1905.4,3.51,0,0.0,1901.89
Female,69,No,0,34.312945,-118.858169,0,66,Offer A,Yes,11.63,Yes,Yes,Fiber Optic,5.0,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,102.85,6976.75,0.0,60,767.58,7804.33
Male,44,Yes,0,34.044639,-118.240413,1,51,No Offer,Yes,21.08,Yes,Yes,Fiber Optic,9.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,4812.75,0.0,0,1075.08,5887.83
Male,64,Yes,0,34.038983,-117.991372,1,44,No Offer,Yes,27.4,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,20.5,865.05,0.0,0,1205.6,2070.65
Male,40,No,0,34.084747,-117.886844,0,68,No Offer,Yes,49.42,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.1,7149.35,0.0,0,3360.56,10509.91
Female,44,Yes,2,36.414611,-121.6386,5,72,Offer A,No,0.0,No Phone Service,Yes,Cable,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.7,4575.35,0.0,0,0.0,4575.35
Male,24,No,0,39.933852,-121.584371,0,14,Offer D,Yes,26.02,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.35,324.8,0.0,0,364.28,689.08
Female,59,No,0,34.035849,-118.503508,0,12,Offer D,Yes,37.63,No,Yes,DSL,26.0,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0.0,130,451.56,1236.06
Male,37,Yes,0,34.457005,-118.573726,4,6,No Offer,Yes,47.29,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,25.1,171.0,0.0,0,283.74,454.74
Male,25,Yes,1,36.727418,-120.123526,6,33,No Offer,Yes,5.86,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,19.45,600.25,0.0,0,193.38,793.63
Female,20,No,1,33.976328,-117.319786,0,66,Offer A,Yes,27.09,Yes,Yes,Fiber Optic,51.0,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,90.95,5930.05,0.0,0,1787.94,7717.99
Female,73,Yes,0,35.453912,-120.69461,9,39,No Offer,Yes,20.15,Yes,Yes,Fiber Optic,21.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3949.15,0.0,0,785.85,4735.0
Female,47,Yes,0,37.45809,-122.115398,0,58,No Offer,Yes,40.16,No,Yes,DSL,20.0,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,65.25,3791.6,0.0,110,2329.28,6230.88
Female,63,No,0,33.823943,-118.111335,0,1,No Offer,Yes,7.26,No,Yes,Cable,9.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.35,76.35,0.0,0,7.26,83.61
Female,50,No,0,38.326215,-122.718742,0,1,Offer E,Yes,6.08,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.65,19.65,0.0,0,6.08,25.73
Male,54,Yes,0,35.280113,-118.962329,7,24,No Offer,Yes,46.91,Yes,Yes,Fiber Optic,20.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.0,2248.05,0.0,40,1125.84,3413.89
Male,52,Yes,0,34.165383,-118.123752,1,65,Offer B,Yes,19.84,Yes,Yes,Fiber Optic,2.0,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931.0,0.0,110,1289.6,7330.6
Male,42,No,0,41.831901,-123.487478,0,49,No Offer,Yes,18.97,Yes,Yes,Fiber Optic,3.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,100.6,5069.65,0.0,0,929.53,5999.18
Male,20,Yes,0,40.949012,-123.655847,5,64,Offer B,Yes,26.64,No,Yes,DSL,71.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,73.05,4688.65,0.0,0,1704.96,6393.61
Female,73,Yes,0,39.710591,-123.682799,1,1,No Offer,Yes,37.3,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0,37.3,106.55
Male,55,No,0,39.435756,-121.552071,0,25,No Offer,Yes,5.27,No,Yes,Fiber Optic,4.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9,2448.75,0.0,0,131.75,2580.5
Male,25,Yes,0,38.233879,-120.861666,1,38,No Offer,Yes,49.7,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3624.3,0.0,0,1888.6,5512.9
Male,45,No,0,41.867908,-123.794144,0,57,Offer B,Yes,36.08,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,86.9,4939.25,0.0,0,2056.56,6995.81
Male,52,Yes,1,38.542448,-122.419923,1,37,No Offer,No,0.0,No Phone Service,Yes,DSL,23.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.2,1448.8,0.0,0,0.0,1448.8
Female,49,No,0,41.949216,-122.050062,0,1,Offer E,Yes,16.15,Yes,Yes,Fiber Optic,12.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.85,93.85,0.0,0,16.15,110.0
Male,73,Yes,0,37.218705,-121.762429,3,2,No Offer,Yes,4.19,Yes,Yes,Fiber Optic,11.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,86.85,156.35,0.0,40,8.38,204.73
Male,61,Yes,0,39.396585,-121.38029,10,24,Offer C,Yes,32.86,No,Yes,Cable,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,74.4,1712.9,0.0,0,788.64,2501.54
Female,46,Yes,0,36.696759,-119.024051,7,65,No Offer,Yes,10.23,No,Yes,Cable,14.0,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,59.8,3808.2,0.0,0,664.95,4473.15
Male,39,Yes,0,33.798266,-118.300237,4,68,Offer A,Yes,38.38,Yes,Yes,DSL,20.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0.0,0,2609.84,9002.69
Female,50,No,0,39.637471,-120.226338,0,22,No Offer,Yes,35.4,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,19.25,412.55,0.0,0,778.8,1191.35
Male,54,Yes,0,35.140938,-119.051348,1,33,No Offer,Yes,19.11,Yes,Yes,DSL,21.0,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.75,2447.45,0.0,0,630.63,3078.08
Female,56,No,0,37.797526,-122.464531,0,1,No Offer,Yes,1.17,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,94.6,0.0,0,1.17,95.77
Female,54,No,0,37.32886,-121.834567,0,10,Offer D,Yes,37.45,No,Yes,DSL,5.0,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,64.9,685.55,0.0,0,374.5,1060.05
Male,62,Yes,2,34.266389,-118.459744,1,72,No Offer,Yes,28.37,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.85,5102.35,25.24,0,2042.64,7119.75
Female,74,No,0,38.838088,-122.73203,0,27,No Offer,Yes,31.17,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.25,2287.25,0.0,0,841.59,3128.84
Female,63,Yes,0,32.832706,-116.873258,3,72,No Offer,No,0.0,No Phone Service,Yes,DSL,16.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,60.0,4264.0,25.67,0,0.0,4238.33
Male,56,Yes,0,41.950683,-124.097094,1,65,Offer B,Yes,40.47,No,Yes,DSL,30.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.8,4820.15,0.0,0,2630.55,7450.7
Female,45,Yes,3,33.527605,-116.666551,8,10,No Offer,Yes,32.76,No,Yes,Fiber Optic,51.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,929.45,0.0,0,327.6,1257.05
Female,63,No,0,32.85723,-117.209774,0,34,Offer C,Yes,1.55,No,Yes,Fiber Optic,14.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.95,2524.45,0.0,0,52.7,2577.15
Male,77,Yes,0,34.057496,-118.413959,3,66,No Offer,Yes,21.79,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,108.45,7076.35,0.0,0,1438.14,8514.49
Female,52,Yes,0,32.886925,-117.152162,1,13,No Offer,Yes,17.83,No,Yes,Fiber Optic,10.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,88.35,1222.8,0.0,0,231.79,1454.59
Male,53,No,0,37.410567,-122.297152,0,30,Offer C,Yes,41.66,Yes,Yes,Fiber Optic,28.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,94.3,2679.7,0.0,0,1249.8,3929.5
Male,61,Yes,0,34.110845,-118.259595,9,51,No Offer,No,0.0,No Phone Service,Yes,DSL,6.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,30.05,1529.45,0.0,0,0.0,1529.45
Female,57,No,0,33.885811,-118.206459,0,1,Offer E,Yes,15.92,No,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,15.92,86.22
Male,77,Yes,0,32.85723,-117.209774,1,24,Offer C,Yes,16.1,No,Yes,Cable,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.15,2231.05,0.0,0,386.4,2617.45
Male,28,Yes,1,37.555473,-122.080312,3,64,Offer B,Yes,14.93,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,19.7,1274.05,0.0,0,955.52,2229.57
Male,60,No,0,33.958149,-118.308441,0,6,No Offer,Yes,26.76,No,Yes,DSL,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.5,312.7,0.0,0,160.56,473.26
Female,50,No,0,37.140104,-119.657092,0,40,Offer B,Yes,18.57,No,Yes,Fiber Optic,15.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.8,2971.7,0.0,0,742.8,3714.5
Male,31,Yes,1,34.11572,-118.192754,7,60,No Offer,Yes,21.98,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.65,1161.75,0.0,0,1318.8,2480.55
Male,59,Yes,0,34.187599,-118.387125,5,72,No Offer,Yes,6.15,Yes,Yes,Fiber Optic,5.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.6,7581.5,0.0,0,442.8,8024.3
Male,71,Yes,1,39.191797,-120.212401,10,60,No Offer,Yes,18.23,Yes,Yes,Fiber Optic,11.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.95,4859.1,49.53,0,1093.8,5903.37
Female,72,Yes,0,33.3249,-114.758334,10,48,No Offer,Yes,12.6,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.65,3545.05,0.0,0,604.8,4149.85
Male,74,Yes,0,37.375156,-121.795867,1,16,Offer D,Yes,26.12,No,Yes,Fiber Optic,8.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.3,1178.25,0.0,0,417.92,1596.17
